customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0007078,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,106.47,875.94,No
CUST-0007079,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.29,1433.17,No
CUST-0007080,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,56.37,4048.54,Yes
CUST-0007081,Female,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,118.75,3788.03,Yes
CUST-0007082,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,96.12,2183.44,No
CUST-0007083,Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,118.75,2230.88,No
CUST-0007084,Female,1,Yes,No,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.01,1389.1,No
CUST-0007085,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,50.18,3140.44,No
CUST-0007086,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,74.21,64.54,No
CUST-0007087,Female,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),105.33,311.67,Yes
CUST-0007088,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.45,685.34,No
CUST-0007089,Female,0,No,No,0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,,No
CUST-0007090,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.41,425.93,Yes
CUST-0007091,Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.69,2547.88,No
CUST-0007092,Male,0,Yes,Yes,8,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.11,731.88,No
CUST-0007093,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),118.75,412.75,Yes
CUST-0007094,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),81.21,200.1,Yes
CUST-0007095,Male,1,Yes,No,31,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.15,1697.72,Yes
CUST-0007096,Male,0,No,No,26,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.77,1759.17,No
CUST-0007097,Female,1,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.66,404.49,No
CUST-0007098,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.73,4533.44,No
CUST-0007099,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,118.75,3174.23,Yes
CUST-0007100,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,86.45,231.35,Yes
CUST-0007101,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,117.85,1190.24,Yes
CUST-0007102,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,111.23,1700.19,No
CUST-0007103,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.53,541.06,Yes
CUST-0007104,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.89,5126.65,Yes
CUST-0007105,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.48,,No
CUST-0007106,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.23,3095.06,Yes
CUST-0007107,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.82,728.06,Yes
CUST-0007108,Female,1,Yes,No,9,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),80.01,,No
CUST-0007109,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.25,,Yes
CUST-0007110,Male,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.75,1162.93,Yes
CUST-0007111,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.71,5810.34,Yes
CUST-0007112,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.56,280.91,No
CUST-0007113,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.02,3179.5,No
CUST-0007114,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),96.43,,Yes
CUST-0007115,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.06,367.89,No
CUST-0007116,Male,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.86,3914.16,Yes
CUST-0007117,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.77,384.6,No
CUST-0007118,Female,0,No,No,49,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,86.38,4272.04,Yes
CUST-0007119,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,118.75,1414.18,No
CUST-0007120,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,82.65,250.2,Yes
CUST-0007121,Female,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.97,,No
CUST-0007122,Male,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,118.75,4191.38,Yes
CUST-0007123,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.74,5612.93,No
CUST-0007124,Female,0,No,Yes,46,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.95,3557.58,No
CUST-0007125,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,68.41,1076.23,Yes
CUST-0007126,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,118.75,,No
CUST-0007127,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,84.71,,Yes
CUST-0007128,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.89,1033.47,Yes
CUST-0007129,Male,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),96.64,3103.69,No
CUST-0007130,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,116.51,,No
CUST-0007131,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,96.35,,No
CUST-0007132,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.78,2264.85,No
CUST-0007133,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,88.1,717.86,No
CUST-0007134,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.66,1220.68,No
CUST-0007135,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.47,515.23,No
CUST-0007136,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,78.4,5636.01,No
CUST-0007137,Male,1,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,84.36,2182.37,Yes
CUST-0007138,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.77,191.38,No
CUST-0007139,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,2530.36,No
CUST-0007140,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,94.11,79.37,No
CUST-0007141,Male,0,No,No,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,78.47,5447.43,Yes
CUST-0007142,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.82,6049.66,Yes
CUST-0007143,Female,0,No,No,46,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,85.97,3991.74,No
CUST-0007144,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,40.31,540.73,No
CUST-0007145,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.21,99.7,No
CUST-0007146,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.75,7969.83,No
CUST-0007147,Male,0,No,No,15,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,93.4,1402.56,Yes
CUST-0007148,Female,0,No,Yes,36,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.75,4236.28,Yes
CUST-0007149,Male,1,Yes,Yes,11,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,39.76,428.01,Yes
CUST-0007150,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),30.63,,No
CUST-0007151,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,118.75,8522.53,No
CUST-0007152,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,96.49,3110.39,No
CUST-0007153,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,118.75,1891.55,Yes
CUST-0007154,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),75.61,4369.69,No
CUST-0007155,Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.04,2644.73,Yes
CUST-0007156,Male,0,No,Yes,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,1553.04,No
CUST-0007157,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.23,1004.33,No
CUST-0007158,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.27,799.35,No
CUST-0007159,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.71,971.0,Yes
CUST-0007160,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.52,4631.69,No
CUST-0007161,Female,1,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.43,982.11,No
CUST-0007162,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,79.19,276.51,No
CUST-0007163,Male,1,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),118.75,349.39,No
CUST-0007164,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.67,,No
CUST-0007165,Female,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,2244.2,No
CUST-0007166,Female,1,No,No,33,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,106.69,3470.06,No
CUST-0007167,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.97,1562.38,No
CUST-0007168,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,67.04,1083.89,No
CUST-0007169,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,85.57,1271.21,Yes
CUST-0007170,Female,0,No,Yes,11,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.64,1151.36,Yes
CUST-0007171,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.89,189.0,No
CUST-0007172,Female,1,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.75,8199.76,No
CUST-0007173,Male,0,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.29,,No
CUST-0007174,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,110.57,3819.39,No
CUST-0007175,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),114.73,8235.07,Yes
CUST-0007176,Female,0,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,111.53,1797.86,Yes
CUST-0007177,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),90.95,1877.03,No
CUST-0007178,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),95.51,2479.07,Yes
CUST-0007179,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.69,3021.51,Yes
CUST-0007180,Male,1,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,67.71,1908.6,No
CUST-0007181,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.18,7120.06,No
CUST-0007182,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),70.38,133.35,Yes
CUST-0007183,Male,0,No,No,27,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.67,2302.75,Yes
CUST-0007184,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,108.23,7785.72,No
CUST-0007185,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),61.5,4422.15,No
CUST-0007186,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.04,547.4,No
CUST-0007187,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,2851.82,No
CUST-0007188,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.25,1316.37,No
CUST-0007189,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.1,160.09,Yes
CUST-0007190,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,111.8,5133.25,No
CUST-0007191,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,109.3,222.85,No
CUST-0007192,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,105.83,244.49,Yes
CUST-0007193,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.94,1609.16,No
CUST-0007194,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.77,,No
CUST-0007195,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),113.69,3754.63,No
CUST-0007196,Female,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),115.81,2239.04,No
CUST-0007197,Female,1,No,No,40,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),65.69,2626.68,Yes
CUST-0007198,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.58,392.01,No
CUST-0007199,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),72.46,695.46,Yes
CUST-0007200,Female,0,No,Yes,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.79,349.76,Yes
CUST-0007201,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,70.9,2244.74,No
CUST-0007202,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,108.26,96.99,No
CUST-0007203,Female,1,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,118.75,1066.56,No
CUST-0007204,Female,0,Yes,No,48,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.79,4832.89,Yes
CUST-0007205,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),106.29,7651.82,No
CUST-0007206,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,118.75,5677.3,No
CUST-0007207,Female,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,98.63,1158.35,Yes
CUST-0007208,Male,1,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,115.75,1944.54,No
CUST-0007209,Male,1,No,No,13,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.07,1038.15,No
CUST-0007210,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.24,202.42,No
CUST-0007211,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,95.51,1730.42,Yes
CUST-0007212,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.16,4120.33,No
CUST-0007213,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),95.55,858.66,Yes
CUST-0007214,Male,1,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),118.75,594.38,No
CUST-0007215,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,87.53,89.08,No
CUST-0007216,Female,1,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.86,2114.63,No
